,median_house_value
1038,191100.0
14294,320700.0
5025,166500.0
10678,107900.0
8108,235900.0
183,340300.0
10741,180100.0
10768,336700.0
11890,188600.0
16191,113000.0
6403,382500.0
7070,117900.0
457,157700.0
1086,275000.0
11253,310900.0
20011,484700.0
7815,115000.0
3813,67900.0
772,372400.0
2414,168600.0
20353,188900.0
5434,340400.0
13015,278800.0
9433,116700.0
441,65300.0
19539,425000.0
13143,204400.0
6518,382100.0
5740,313400.0
9767,500001.0
1695,75000.0
15733,500001.0
12257,206300.0
4865,188600.0
18107,164100.0
2585,240500.0
4063,47700.0
8893,144700.0
19721,231700.0
11794,417100.0
15986,129700.0
7226,345400.0
11525,106300.0
7472,237500.0
10415,90600.0
8760,70000.0
6903,86400.0
8867,257900.0
10019,105800.0
9718,100000.0
4432,500001.0
17249,204600.0
1917,181400.0
6720,400000.0
7282,163000.0
5440,219400.0
4112,91800.0
14887,100300.0
16320,213200.0
5679,374200.0
18261,67500.0
17919,183300.0
2573,456500.0
10846,110700.0
7256,164100.0
865,239000.0
11126,153800.0
5259,198000.0
3176,176500.0
12040,111800.0
17035,59700.0
5878,325200.0
12847,103500.0
9374,400000.0
1867,246900.0
2391,252000.0
770,359100.0
2600,108500.0
19046,264000.0
9959,152100.0
19598,500001.0
5502,371300.0
7734,412500.0
5542,298800.0
8287,233900.0
2736,397500.0
13354,120000.0
20040,90300.0
13969,369400.0
19300,111800.0
20421,158000.0
8993,472700.0
19182,154200.0
18292,96000.0
19585,327300.0
3007,195900.0
15907,72800.0
20,147500.0
3690,362700.0
8440,155600.0
16647,199800.0
20567,165000.0
7843,169900.0
12052,112500.0
5208,86400.0
20445,269000.0
2658,110000.0
18399,142100.0
20439,180900.0
1780,353800.0
14322,80000.0
1132,500001.0
11948,186800.0
15935,264700.0
11127,300700.0
8531,104200.0
6448,278900.0
14126,287600.0
5930,172100.0
4089,186000.0
9733,168800.0
19309,163100.0
3684,500001.0
833,173300.0
3059,416100.0
4739,202400.0
14301,412500.0
15177,160600.0
6176,235500.0
14483,162500.0
9432,200000.0
16185,285400.0
14846,183200.0
17920,284800.0
735,92900.0
17803,281900.0
17355,253800.0
17769,357300.0
16411,240700.0
11089,200000.0
19851,118800.0
18848,173800.0
6732,92700.0
12968,500001.0
1482,337600.0
4640,200000.0
9540,184500.0
18488,166700.0
2452,181800.0
16915,65400.0
16718,136000.0
15471,75300.0
10684,141400.0
19826,283500.0
11739,165800.0
15739,254500.0
2912,232300.0
18310,193200.0
16865,288200.0
20218,92500.0
4173,113300.0
12233,84900.0
20407,294100.0
13106,45500.0
3470,121600.0
13161,158500.0
19074,161900.0
945,172700.0
421,269100.0
19352,267500.0
12328,212300.0
10108,238900.0
963,177500.0
16927,245700.0
7749,156500.0
3254,247100.0
11054,220100.0
18220,130600.0
18176,85500.0
8693,349000.0
14203,99100.0
17836,322600.0
14859,106300.0
8274,267500.0
7858,110600.0
1104,212500.0
12121,116100.0
1923,43000.0
4743,291500.0
8550,253800.0
1563,177100.0
12264,279500.0
19597,236500.0
19281,170700.0
103,500001.0
14942,131300.0
13159,103800.0
5111,196000.0
2182,190700.0
16494,211000.0
11977,400000.0
18834,134400.0
3200,152600.0
13374,60900.0
12240,166000.0
818,227000.0
13147,150300.0
15655,335000.0
9213,74600.0
13510,306700.0
5094,289800.0
19232,112500.0
19692,500001.0
1797,107000.0
12461,66900.0
839,176000.0
4663,500001.0
19534,500001.0
15490,54800.0
15463,193800.0
9598,329200.0
4167,360000.0
13854,81100.0
11470,190600.0
9550,371200.0
17522,103800.0
2267,180000.0
17895,165000.0
16272,85000.0
9383,258300.0
9074,335500.0
16707,91900.0
1341,186200.0
10364,331800.0
8116,185100.0
18528,162500.0
17162,119500.0
19880,92100.0
8191,52000.0
9187,192500.0
5782,133500.0
1727,197700.0
7039,232100.0
2806,216000.0
11963,216700.0
4892,387100.0
19766,495600.0
16246,225000.0
5841,158300.0
13614,135200.0
11912,381500.0
10013,178400.0
9886,58600.0
14139,417600.0
19113,500001.0
731,360100.0
15062,266200.0
13089,76800.0
16159,119400.0
4243,298100.0
18574,355900.0
6908,76200.0
7379,89400.0
11403,176100.0
12463,500001.0
16276,57800.0
17601,205800.0
18740,198200.0
17582,218500.0
9703,251100.0
16426,65900.0
12585,129300.0
14775,82300.0
13506,180000.0
3109,201900.0
5400,225000.0
11644,189600.0
19785,112500.0
16023,190900.0
4159,138800.0
9481,92600.0
8634,438000.0
8906,228900.0
15464,344400.0
523,125600.0
19357,50000.0
8751,270600.0
18833,75000.0
15774,132700.0
18992,92100.0
19667,223300.0
10623,72500.0
15086,192400.0
12642,146400.0
184,245700.0
3714,65400.0
19630,329100.0
20446,273100.0
7156,370000.0
15509,90900.0
3057,166700.0
2325,171400.0
5981,133800.0
3220,79200.0
14460,196000.0
1210,108200.0
2793,103700.0
755,483300.0
14963,299600.0
5630,405600.0
9661,156900.0
9600,94200.0
10069,500001.0
3467,223800.0
2375,165000.0
6199,135400.0
7922,95700.0
3398,110200.0
19297,113600.0
12082,43000.0
3633,133300.0
9635,500001.0
7364,171200.0
8549,111800.0
10060,155700.0
16898,183300.0
20557,119400.0
20599,63000.0
16749,390900.0
11429,284600.0
7592,55300.0
8410,133300.0
10860,310000.0
3581,329800.0
12942,224200.0
19395,168900.0
3571,225000.0
5465,290600.0
146,118800.0
2327,208800.0
9525,83100.0
13527,118800.0
11565,78900.0
422,86300.0
4233,239900.0
20495,258600.0
15899,350000.0
15379,97500.0
932,157500.0
11140,141700.0
18805,192300.0
20526,218600.0
1737,248700.0
9376,359000.0
15152,160300.0
1809,76200.0
12736,57900.0
13201,333500.0
4193,94500.0
19996,222100.0
19860,63000.0
20153,193800.0
7168,225000.0
20112,251200.0
11597,159500.0
1820,277600.0
708,99300.0
13546,97500.0
2615,87500.0
8240,89300.0
12376,146500.0
15321,90600.0
5987,204600.0
1920,143900.0
8233,226500.0
9559,156600.0
4215,167900.0
2520,500001.0
1006,60000.0
6991,241400.0
20232,135300.0
8014,95600.0
8294,157700.0
8726,218800.0
4325,182100.0
4131,184900.0
5844,312700.0
7806,254400.0
5555,253000.0
15803,477700.0
5943,55700.0
15285,85400.0
32,110400.0
1153,113500.0
10838,133000.0
19978,55500.0
7042,173900.0
5010,70200.0
16693,119400.0
5173,132000.0
11441,189900.0
2279,128100.0
11981,262500.0
3780,87100.0
4741,152900.0
11451,141700.0
10847,322600.0
12566,500001.0
19640,167400.0
10922,55000.0
2812,197000.0
20050,138200.0
20398,71500.0
4515,88600.0
16999,296800.0
19651,104200.0
6155,437400.0
11022,157300.0
8787,500001.0
14163,171900.0
266,111400.0
8078,385000.0
3736,214000.0
6210,315100.0
5060,100000.0
17683,83500.0
4391,156700.0
19238,260500.0
8535,73100.0
19700,158800.0
11124,202300.0
7305,95000.0
6150,206700.0
7542,175300.0
5081,185000.0
11793,291500.0
9204,453700.0
2655,427500.0
5191,298600.0
1176,166700.0
8302,200400.0
10872,500001.0
1735,131700.0
17383,232600.0
8578,218200.0
11226,105500.0
6344,146500.0
9285,242700.0
4449,450000.0
9055,83800.0
3997,333300.0
3645,221200.0
11933,80300.0
3095,194400.0
10648,66300.0
15365,149300.0
14274,61300.0
5513,64500.0
19377,189700.0
10049,132200.0
18115,90400.0
10458,350000.0
13265,500001.0
11158,192300.0
13202,233300.0
17254,187800.0
3590,500001.0
18321,133200.0
5750,361900.0
15528,286400.0
8657,338200.0
19052,62300.0
14590,100000.0
8031,135700.0
14516,500001.0
15028,275700.0
9245,410000.0
13338,229100.0
7844,274600.0
439,197400.0
19949,243300.0
18619,323800.0
19170,138000.0
1130,94600.0
595,226100.0
13414,406200.0
2788,162500.0
11252,199200.0
1609,79000.0
14257,185400.0
3943,101600.0
11929,86400.0
9881,153400.0
6584,134800.0
19524,51600.0
528,500001.0
10029,344100.0
20391,113500.0
20017,210000.0
11144,124500.0
6162,213000.0
3930,203700.0
16322,282100.0
13193,115100.0
6466,410700.0
12400,146900.0
13075,266700.0
902,250000.0
5273,62500.0
10881,241500.0
8394,154000.0
1092,33200.0
7943,333300.0
6075,192100.0
15683,262500.0
16669,238800.0
14616,72800.0
16105,500001.0
11864,200000.0
14142,102900.0
18432,238600.0
16222,248800.0
13523,195300.0
3951,341800.0
16101,500001.0
15840,186200.0
1639,237400.0
18120,286400.0
3298,163200.0
9677,227500.0
1140,97400.0
5129,156500.0
10125,96200.0
17384,248000.0
11937,218500.0
756,248700.0
5249,233000.0
3596,236100.0
14589,170000.0
14093,137500.0
14691,58000.0
8616,103100.0
5438,146800.0
19316,194100.0
15593,213200.0
16424,157100.0
20390,151200.0
16295,194800.0
12094,95700.0
1369,117700.0
18047,76600.0
17402,500001.0
18995,177500.0
19458,110600.0
517,121400.0
7367,145300.0
16167,211900.0
4483,332200.0
10711,229200.0
6213,244400.0
16472,327800.0
1511,89400.0
2260,166700.0
7819,211300.0
19588,187500.0
2117,398200.0
17202,431000.0
13413,137500.0
19617,450700.0
12881,49300.0
2464,175000.0
16341,199600.0
6416,432400.0
810,178200.0
8904,96800.0
5608,333300.0
14905,270000.0
19085,344400.0
12929,333300.0
12913,268600.0
7956,438500.0
10998,353600.0
4092,412500.0
6356,128000.0
12719,395000.0
2112,142800.0
15688,500001.0
19090,142500.0
8506,111300.0
18438,237200.0
2946,266400.0
9329,287900.0
4623,350000.0
16439,325000.0
15608,46300.0
13194,66900.0
375,128400.0
1445,500001.0
16496,200000.0
808,181900.0
12549,226900.0
13454,162200.0
8484,243200.0
2388,98000.0
10145,182600.0
8512,194000.0
8462,500000.0
10797,154300.0
16329,407500.0
10292,154400.0
132,500001.0
5818,185200.0
13907,500001.0
529,268200.0
14279,263800.0
6928,171000.0
11113,113900.0
16810,231200.0
19722,153100.0
8181,161100.0
14522,178600.0
17016,139100.0
20330,192000.0
12326,336900.0
17519,191900.0
9119,155400.0
20497,325000.0
13956,187300.0
17130,183000.0
7106,128500.0
17151,186500.0
13113,178100.0
12582,95600.0
18152,500001.0
13438,225900.0
704,500001.0
8021,500000.0
1798,215900.0
16581,287500.0
16857,134200.0
779,109400.0
5741,143000.0
9675,375400.0
9641,110000.0
14597,307100.0
1980,114400.0
3009,267400.0
16555,152100.0
11574,162500.0
16215,85500.0
12516,265000.0
11665,349000.0
4052,308900.0
15911,193100.0
7918,87200.0
11790,319700.0
14959,117300.0
2071,80800.0
13040,344500.0
6715,192600.0
14914,123500.0
19245,341300.0
16073,126700.0
6527,109100.0
9564,459600.0
14369,106000.0
0,452600.0
16445,63900.0
777,156300.0
7669,150500.0
18807,299300.0
8997,263500.0
13853,118500.0
16298,57400.0
11961,198400.0
19544,251800.0
11191,172000.0
12974,116200.0
8091,144300.0
13684,207000.0
17675,354100.0
3409,307400.0
7329,127100.0
15566,174000.0
13861,75300.0
1617,494000.0
5234,204000.0
20584,69800.0
5439,142600.0
13079,137500.0
15491,77000.0
18597,188000.0
8061,53200.0
20070,310900.0
19249,126100.0
16489,191700.0
13415,209200.0
13935,229400.0
19373,115100.0
967,140800.0
15122,147900.0
19024,77300.0
9782,173100.0
36,104500.0
5169,157600.0
1925,89800.0
6082,226500.0
7941,401700.0
1195,144700.0
16994,150400.0
19453,180600.0
13187,113400.0
13642,216100.0
3779,196300.0
16128,157600.0
13360,354700.0
44,184400.0
3672,500001.0
15574,241600.0
13574,154400.0
19062,131300.0
8813,151800.0
2152,138800.0
2194,311100.0
10701,270700.0
3567,158600.0
17706,248100.0
4520,148600.0
9778,114000.0
9466,218500.0
15450,241500.0
4532,222500.0
14495,49200.0
18758,185100.0
20024,186200.0
901,166400.0
15109,255400.0
18454,158500.0
5577,179300.0
7043,193800.0
15884,227100.0
9163,78600.0
5727,394900.0
14544,207400.0
19385,225400.0
7350,256300.0
8859,500001.0
16207,113500.0
13970,423700.0
5433,175600.0
19050,233100.0
17460,262000.0
8304,89300.0
7533,500000.0
15677,229100.0
17022,210700.0
3840,86300.0
2709,131000.0
6180,227400.0
5723,477800.0
5539,223900.0
2802,100800.0
8921,334100.0
9431,86200.0
10313,183000.0
8020,87500.0
4222,429200.0
12237,75600.0
3069,161700.0
7888,274300.0
20184,51400.0
8541,161000.0
9911,240600.0
3559,94200.0
20199,162000.0
8965,258300.0
1110,100800.0
19448,500000.0
19845,140100.0
10172,237400.0
11994,128500.0
549,500001.0
13694,97500.0
7933,500001.0
6886,124900.0
13160,134600.0
594,145000.0
5382,244300.0
12112,189300.0
20139,261600.0
17829,153900.0
8257,165100.0
19241,52800.0
13456,73100.0
9797,54100.0
12141,250000.0
19319,367900.0
9279,242900.0
5035,150000.0
13309,14999.0
19606,500001.0
77,108300.0
15657,205000.0
18901,87600.0
9999,124600.0
875,500001.0
9470,254900.0
13840,68500.0
12987,188500.0
2283,278100.0
7080,165200.0
15453,350000.0
11506,165300.0
8953,47500.0
2700,189800.0
14211,176500.0
16499,101100.0
20080,418400.0
9423,177800.0
10005,184400.0
17328,143800.0
14790,256700.0
15579,107300.0
18877,67200.0
16018,209100.0
20505,110300.0
8705,350000.0
5054,155900.0
4419,156700.0
14767,201300.0
17870,221100.0
7117,296300.0
8184,208300.0
4910,306300.0
17673,387800.0
2383,500001.0
16538,218800.0
2540,162500.0
8429,238000.0
16536,159100.0
289,302000.0
17688,110800.0
9445,115600.0
13874,299400.0
9530,59200.0
4344,177400.0
11736,165600.0
7102,91900.0
1909,356300.0
7210,107000.0
8856,104700.0
6429,239300.0
19189,55700.0
15908,500001.0
10167,185000.0
12359,172400.0
15998,160900.0
11201,175000.0
6441,132600.0
10584,264700.0
1509,290000.0
8602,73900.0
3118,81500.0
7171,80000.0
9200,268900.0
322,136100.0
15253,245600.0
8229,90100.0
11827,135800.0
18041,89100.0
1313,148800.0
15011,297800.0
8697,346800.0
302,80200.0
13566,441700.0
15347,500001.0
16357,155200.0
18066,226300.0
4902,102000.0
10095,285400.0
9810,427600.0
15642,78100.0
13702,191900.0
12776,67500.0
15598,120600.0
17407,500001.0
10876,63900.0
5764,154200.0
7179,350000.0
2067,331000.0
14060,86500.0
3358,68300.0
3277,165600.0
10506,72500.0
13692,67300.0
6983,214300.0
17598,272500.0
7621,66800.0
19367,93900.0
13444,90000.0
17685,106000.0
10880,245700.0
17055,123300.0
14210,218100.0
494,143600.0
2214,500001.0
16436,177300.0
20396,80000.0
15783,74000.0
17243,169800.0
12862,500001.0
18616,229800.0
13048,123400.0
17054,500001.0
1953,123700.0
14150,103800.0
2063,239700.0
724,500001.0
1892,500001.0
15435,308100.0
18333,130900.0
1849,500001.0
3241,112500.0
17187,159700.0
6512,133000.0
15765,333800.0
7238,93400.0
14854,215200.0
14982,213800.0
9800,92900.0
14386,420100.0
10951,186500.0
19460,248400.0
767,78400.0
7826,500001.0
18332,459600.0
17807,423300.0
14490,80400.0
8301,78400.0
17922,243000.0
5784,500001.0
2463,136100.0
17170,93200.0
13989,333300.0
13936,431300.0
12495,189800.0
16043,138300.0
1760,122600.0
10639,74000.0
14200,334400.0
3203,140300.0
16410,198000.0
4581,63400.0
6064,114100.0
9222,258300.0
11287,134300.0
5836,286500.0
11098,121300.0
14570,221600.0
6524,123600.0
3978,202600.0
248,87900.0
20459,140600.0
461,140700.0
10084,145800.0
18108,102800.0
14811,134300.0
27,105500.0
18557,98600.0
19599,215300.0
7248,250000.0
402,79700.0
2225,136400.0
6057,500001.0
3791,146100.0
13392,262800.0
5411,289500.0
13857,253900.0
5471,132500.0
14705,176600.0
15902,66400.0
17336,208900.0
484,320800.0
502,93800.0
18311,450000.0
15715,79900.0
15973,445700.0
9251,137000.0
8185,234600.0
10191,250000.0
3011,230000.0
16283,500001.0
11846,133400.0
6918,454300.0
7356,96400.0
13319,267100.0
9180,261400.0
14899,152200.0
12716,55600.0
11808,313300.0
14278,153600.0
17071,82500.0
3832,261100.0
16988,205600.0
12217,65800.0
13846,174100.0
15408,152800.0
7251,63300.0
3612,187500.0
7323,166900.0
18124,176000.0
5509,367900.0
9492,210300.0
13775,486900.0
19529,339600.0
16511,175900.0
11133,163600.0
3027,163800.0
7027,81000.0
11914,166700.0
6190,170500.0
14130,211700.0
12292,236400.0
5959,500001.0
2206,269900.0
11037,156300.0
20347,470800.0
7266,98300.0
5933,306700.0
12837,500001.0
14320,162500.0
784,112300.0
12869,325500.0
282,147200.0
18137,151800.0
1231,94600.0
11105,377200.0
9037,108500.0
12223,241400.0
13046,110700.0
17640,164500.0
4602,109100.0
10201,44000.0
6465,154300.0
2197,125000.0
9254,169400.0
18748,160100.0
16343,330800.0
12720,100000.0
6624,275000.0
6876,279000.0
6953,254800.0
7119,146500.0
10972,89700.0
17322,111500.0
15556,345900.0
9500,86900.0
17578,94800.0
786,168700.0
13217,119100.0
16716,86500.0
20066,250700.0
1857,104600.0
16791,196900.0
11684,500001.0
949,412300.0
11711,122200.0
9330,140100.0
14375,359600.0
15466,238000.0
4156,187500.0
12808,136400.0
19311,233500.0
8332,96500.0
9462,244000.0
1844,119800.0
7309,302400.0
3193,247300.0
8669,60700.0
11531,341100.0
1328,356000.0
13353,218800.0
19892,187500.0
1267,57600.0
2599,141900.0
19472,311700.0
5154,294300.0
230,346200.0
8913,158800.0
5521,103400.0
15726,500001.0
17438,158700.0
4784,92400.0
18598,214100.0
17280,432900.0
1990,227500.0
1945,152700.0
8966,73200.0
3969,341500.0
1587,175800.0
3283,96900.0
377,426500.0
8256,134200.0
12571,231300.0
19119,146900.0
4940,70900.0
9944,466400.0
4082,241800.0
20542,236200.0
7808,91700.0
8502,499100.0
14191,162900.0
9311,93800.0
15632,59300.0
5021,46500.0
6618,210900.0
16497,351200.0
20475,290900.0
16891,67000.0
7262,326700.0
19739,499000.0
13990,180700.0
9609,455300.0
7517,261900.0
15158,150000.0
18244,87500.0
16626,148100.0
9671,115400.0
7066,281600.0
7055,238000.0
2334,217000.0
16479,127200.0
11142,95000.0
14391,72600.0
9576,66800.0
2934,378200.0
6589,142500.0
17509,73700.0
6750,72900.0
10899,385200.0
9318,93500.0
3747,50000.0
13927,341800.0
4335,381800.0
8868,259300.0
18042,141100.0
131,214600.0
10297,425000.0
5408,153200.0
19176,75000.0
9479,180300.0
14010,160000.0
14527,351700.0
16813,111900.0
20140,221400.0
3202,84800.0
10590,144300.0
8422,191500.0
19171,349000.0
15950,150600.0
186,236100.0
17600,187500.0
17455,291700.0
16554,290600.0
4416,190300.0
18222,363300.0
20289,275000.0
915,380600.0
17415,234300.0
589,211500.0
3395,142600.0
438,132000.0
17953,325000.0
19285,487200.0
15546,500001.0
10474,347300.0
1149,160600.0
2668,390200.0
15929,264400.0
3920,122300.0
806,255000.0
5587,232400.0
17681,166000.0
685,129800.0
8188,88300.0
1329,270300.0
16264,409300.0
2485,83300.0
5093,64600.0
19767,256300.0
19748,95600.0
19755,295200.0
14650,278300.0
4005,111200.0
7205,190900.0
7430,133700.0
8029,232100.0
20196,209900.0
3634,257500.0
13801,500001.0
3264,114400.0
8404,283200.0
12940,337500.0
8974,199500.0
6776,148800.0
8756,198200.0
16998,156600.0
11388,404000.0
8428,253100.0
2872,82200.0
13653,215900.0
674,169900.0
2261,227700.0
654,285300.0
11277,384400.0
19490,84400.0
10537,125300.0
19149,109800.0
18328,67200.0
18423,156000.0
8766,111300.0
11777,204100.0
6021,108300.0
5337,109900.0
15934,67500.0
5429,170200.0
16111,279800.0
2537,211700.0
17093,121700.0
8368,500001.0
19834,163000.0
10552,89000.0
14556,190700.0
17014,187500.0
650,197100.0
19156,500001.0
11905,83500.0
3694,100000.0
6749,283300.0
19668,158300.0
6313,63500.0
20121,166100.0
17081,237500.0
20374,500001.0
8319,227300.0
8878,122700.0
13127,152300.0
17741,213400.0
5086,116700.0
16851,84000.0
13807,362500.0
15486,67800.0
19521,156900.0
4191,235500.0
8946,165400.0
14836,162500.0
10657,240200.0
1357,350000.0
13536,266400.0
4479,197400.0
17949,168100.0
4369,145800.0
8423,113400.0
6097,176700.0
7107,60000.0
11096,400000.0
1013,179500.0
4983,500001.0
17404,117900.0
19757,484600.0
13868,115600.0
13660,187200.0
9137,146000.0
4625,387700.0
1419,500001.0
11906,334000.0
2707,231000.0
944,189000.0
4346,207400.0
19607,320200.0
15854,184500.0
10469,32500.0
14038,86400.0
11121,125600.0
15309,258100.0
10988,244200.0
12281,321300.0
9741,220700.0
6083,443300.0
12696,500001.0
16628,109900.0
14284,80800.0
1243,71300.0
4982,500001.0
8259,148600.0
20545,227700.0
2280,319100.0
17393,236700.0
12303,179200.0
16314,118300.0
20515,500001.0
448,237500.0
19593,95700.0
17483,140400.0
18944,292900.0
11036,343400.0
20206,154700.0
16441,47500.0
2469,233000.0
7548,65800.0
19946,132800.0
19680,177800.0
7746,89400.0
6259,237500.0
12399,75600.0
8674,144000.0
17553,337500.0
2410,229300.0
20090,225600.0
18793,126000.0
10379,176000.0
17575,162500.0
1525,174000.0
9699,402900.0
9822,370100.0
18644,453600.0
18869,209300.0
9382,264100.0
19784,164700.0
14852,130200.0
20316,500001.0
9731,500001.0
20270,193800.0
1643,117700.0
2131,325000.0
12262,327300.0
13824,131700.0
3449,91100.0
13348,93900.0
2029,121900.0
20301,310500.0
9217,334600.0
16186,53500.0
4815,137500.0
14772,128900.0
2602,166300.0
17430,241900.0
15659,184000.0
6592,278800.0
14520,500001.0
8735,397500.0
11419,79600.0
12375,278100.0
574,173100.0
12009,293100.0
17241,222200.0
11560,125000.0
2247,440100.0
13568,199100.0
3335,164200.0
7992,79000.0
8688,234400.0
9476,180200.0
4008,293200.0
1961,348300.0
2451,112500.0
4099,211500.0
17712,279900.0
345,166300.0
1333,288900.0
8439,136900.0
14447,182300.0
6475,135500.0
7870,240400.0
10082,276600.0
14221,226200.0
776,160500.0
20582,92700.0
12496,355000.0
1105,488900.0
11347,216700.0
19184,500001.0
19254,223600.0
16922,233600.0
17005,99600.0
5196,179000.0
9268,59200.0
6569,171100.0
18456,146900.0
15383,320000.0
13320,375000.0
15273,149500.0
18982,187500.0
18410,76200.0
5437,238300.0
15580,133300.0
169,69600.0
6513,213600.0
14237,102800.0
19383,70600.0
12244,235600.0
3348,278500.0
10874,197500.0
2266,174000.0
1583,162100.0
893,55000.0
11471,446000.0
3010,195300.0
13514,112500.0
17847,248200.0
20634,116800.0
5378,194800.0
5079,114300.0
14202,219300.0
18210,100000.0
392,166300.0
3438,177500.0
10862,145700.0
10884,85000.0
18451,229200.0
5922,192800.0
952,164900.0
13281,98100.0
14670,154200.0
7448,331000.0
15975,181200.0
17773,500001.0
13441,141400.0
8589,158200.0
16453,208900.0
5182,84000.0
6724,297300.0
14827,350000.0
19730,184000.0
4229,142500.0
10746,140400.0
16910,199100.0
2089,314100.0
17990,142500.0
17962,105200.0
15583,90900.0
12643,244800.0
8234,500001.0
13896,122800.0
8724,142800.0
19842,289900.0
6112,112100.0
10664,75000.0
4789,165500.0
18856,128600.0
19780,370000.0
2286,159100.0
16371,117100.0
10728,247700.0
19056,321600.0
3246,162100.0
1253,244000.0
18489,162500.0
14493,57500.0
9875,185600.0
7775,158000.0
19795,201800.0
3790,161900.0
5993,457800.0
7459,191700.0
7209,331000.0
6014,188000.0
9995,143200.0
18902,270500.0
10963,141300.0
8225,214800.0
10386,271400.0
18334,159400.0
8586,112500.0
13431,450000.0
18349,344600.0
10536,122100.0
15601,32900.0
1426,200200.0
9859,223000.0
13988,150000.0
6222,165900.0
12398,183000.0
8147,198600.0
14132,318500.0
17425,82100.0
17392,118200.0
17002,65400.0
2572,238000.0
7778,165300.0
15072,173500.0
3952,154400.0
14482,245000.0
14697,222700.0
18603,301100.0
12430,460000.0
16035,226000.0
6257,189600.0
12450,180200.0
13115,159400.0
5184,375000.0
17587,201300.0
5039,150800.0
13279,166700.0
17195,287500.0
214,210300.0
10673,72600.0
3429,157300.0
2871,94300.0
7420,153100.0
1374,247300.0
2881,191100.0
503,204500.0
13492,229200.0
12057,82500.0
10181,178600.0
19802,137500.0
15021,162800.0
2861,72900.0
805,103100.0
19210,124500.0
10389,240900.0
13356,111200.0
7403,380800.0
91,137500.0
2046,229700.0
3125,500001.0
19832,93800.0
4735,171400.0
4292,340400.0
15148,93600.0
5643,235300.0
6577,77500.0
17157,175900.0
1380,53100.0
15485,322300.0
19991,243800.0
5055,126100.0
8618,192600.0
3413,60900.0
8654,331900.0
2003,254200.0
15291,113500.0
592,162200.0
18017,332800.0
19467,159600.0
16582,85800.0
265,235500.0
3002,233700.0
13047,203400.0
15317,69000.0
14373,376600.0
15153,192300.0
12348,311400.0
12811,500001.0
16353,70900.0
6833,405400.0
15111,500001.0
10945,67900.0
13141,500001.0
4776,117400.0
4371,79900.0
14924,496400.0
3162,217300.0
368,97600.0
2532,204700.0
8712,69800.0
12072,344300.0
7424,285800.0
603,208300.0
16561,500001.0
8528,172100.0
20523,455500.0
9962,368900.0
35,97200.0
18195,105100.0
12806,285700.0
3405,161900.0
7496,146300.0
17540,500001.0
10118,152300.0
4884,163500.0
20479,53400.0
370,175300.0
19071,213800.0
1744,102600.0
6675,194100.0
19853,256400.0
15773,266700.0
1185,225400.0
6771,225000.0
6982,69500.0
17435,425100.0
11312,233300.0
739,163500.0
2642,148200.0
17244,335300.0
977,240000.0
4068,279300.0
12306,148200.0
6733,275100.0
10525,87100.0
7837,69700.0
20549,122200.0
4302,110800.0
8866,129100.0
10710,88900.0
15126,127900.0
7810,274100.0
7989,141200.0
4715,500001.0
19151,81300.0
10010,89200.0
18687,290800.0
5225,219400.0
15699,151600.0
8661,66000.0
18768,249400.0
7454,111600.0
18631,161500.0
442,259400.0
6899,160800.0
11116,500001.0
10739,141700.0
11904,239100.0
4584,215500.0
8033,92600.0
19266,63600.0
4685,197900.0
5620,68000.0
8342,454400.0
5488,500001.0
14119,183100.0
5227,356600.0
1204,305800.0
8608,58700.0
8045,54200.0
6952,210100.0
19962,179200.0
17978,155200.0
15198,365900.0
16240,54800.0
9477,162800.0
143,429000.0
20168,212500.0
14310,132400.0
1446,220300.0
1903,159700.0
16291,387700.0
1420,216500.0
17855,91300.0
14926,250000.0
18955,354700.0
14422,336100.0
16738,208000.0
3670,250000.0
6546,111400.0
20223,142200.0
1327,314900.0
10316,183200.0
15845,500001.0
9248,160000.0
5024,87500.0
11781,328000.0
8273,241300.0
7722,275000.0
6798,344900.0
9708,346100.0
7537,358700.0
19409,311900.0
4965,88500.0
9153,348700.0
17737,94700.0
7103,203400.0
7717,194700.0
20237,198100.0
14076,102300.0
10635,250400.0
14594,258300.0
11630,112500.0
2569,86100.0
4543,261600.0
19986,128400.0
17664,126400.0
20359,312500.0
4627,223100.0
8604,202600.0
3849,325400.0
7207,267400.0
7942,180000.0
3815,149300.0
9161,251400.0
15662,191100.0
8444,209600.0
15931,152500.0
9089,254300.0
18024,356000.0
16250,141800.0
7776,243200.0
4179,150600.0
11012,175000.0
3597,238600.0
17887,400400.0
6258,147100.0
247,278400.0
11081,193800.0
17466,288700.0
16373,500001.0
15558,112100.0
18519,130700.0
67,81300.0
18008,148400.0
19648,297500.0
5420,225600.0
16600,100500.0
15342,166000.0
20314,246000.0
6276,55900.0
18081,265600.0
1835,231000.0
20068,112500.0
6036,287500.0
9026,142300.0
17493,75400.0
6224,103300.0
13457,213200.0
9164,193300.0
8113,84100.0
2456,94600.0
13842,140300.0
1194,275000.0
13794,251500.0
9152,199000.0
15981,144300.0
8743,474000.0
6390,137600.0
11045,160600.0
1916,161700.0
16216,214500.0
7879,436600.0
9734,338900.0
16855,275400.0
3352,164600.0
3525,89600.0
9434,295200.0
7505,239100.0
17497,189000.0
4377,59500.0
6679,348200.0
17756,185500.0
19781,205100.0
14710,271500.0
3136,181700.0
13529,106500.0
15894,151900.0
17827,221200.0
14687,164600.0
2417,327100.0
19847,187500.0
11534,261300.0
929,500001.0
